Suburb,Address,Rooms,Type,Price,SellerG,Date,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Moonee Ponds,7/110 Maribyrnong Rd,1,u,222K,Barry,17/06/2017,3039,1,1,0,0,29,2012,Moonee Valley,-37.77154,144.91597,Western Metropolitan,6232
Northcote,24 Henry St,4,h,2042K,Elite,27/05/2017,3070,4,1,0,566,,,Darebin,-37.77294,144.9957,Northern Metropolitan,11364
Bentleigh East,5b MacKie Rd,3,t,921K,Buxton,12/11/16,3165,3,2,2,167,140,2009,Glen Eira,-37.9219,145.0733,Southern Metropolitan,10969
Brighton,3 Hayball Ct,4,h,2415K,Buxton,20/05/2017,3186,4,3,2,402,,,Bayside,-37.9037,144.9926,Southern Metropolitan,10579
Elwood,6/229 Brighton Rd,2,u,696750,Chisholm,3/6/17,3184,2,1,1,0,83,1930,Port Phillip,-37.88094,144.99471,Southern Metropolitan,8989
Heidelberg West,254 Liberty Pde,4,h,590K,Haughton,22/07/2017,3081,4,2,2,409,,,Banyule,-37.74033,145.03696,Eastern Metropolitan,2674
Richmond,27 Glass St,3,h,1115K,Whiting,14/05/2016,3121,3,2,2,129,120,1980,Yarra,-37.824,145.0052,Northern Metropolitan,14949
Caulfield,5/14 Briggs St,2,u,570K,hockingstuart,27/05/2017,3162,2,1,1,601,65,,Glen Eira,-37.88524,145.02398,Southern Metropolitan,2379
Ashwood,4 Moore St,4,h,1425K,Buxton,24/06/2017,3147,4,1,2,778,,,Monash,-37.86301,145.11159,Southern Metropolitan,2894
Thornbury,2/124 Flinders St,2,u,745K,McGrath,27/05/2017,3071,2,1,1,120,70,1975,Darebin,-37.75668,145.00929,Northern Metropolitan,8870
Parkville,92 Fitzgibbon St,2,h,1805K,Collins,8/10/16,3052,2,1,1,187,102,1890,Melbourne,-37.7939,144.9572,Northern Metropolitan,2309
Balwyn,129 Gordon St,3,h,2200K,North,3/12/16,3103,3,3,2,651,266,,Boroondara,-37.8085,145.0764,Southern Metropolitan,5682
Wheelers Hill,16 Jacaranda Rd,3,h,1408K,Harcourts,3/6/17,3150,3,2,1,658,,,Monash,-37.90618,145.16995,South-Eastern Metropolitan,7392
Heidelberg Heights,13 Altona St,4,h,856K,Miles,22/08/2016,3081,4,1,2,722,208,1975,Banyule,-37.7477,145.0565,Eastern Metropolitan,2947
St Helena,14 Covala Ct,3,h,805K,Darren,15/07/2017,3088,3,1,0,930,,,Banyule,-37.6939,145.12899,Eastern Metropolitan,915
Bonbeach,1/23 Bondi Rd,3,h,836K,Ray,3/6/17,3196,3,2,2,407,134,1970,Kingston,-38.06257,145.1226,South-Eastern Metropolitan,2887
St Kilda,54 Pakington St,2,h,1220K,Jellis,14/05/2016,3182,2,1,1,208,,,Port Phillip,-37.8659,144.9887,Southern Metropolitan,13240
Balwyn North,141 Greythorn Rd,5,h,1500K,hockingstuart,12/6/16,3104,3,1,1,800,,1950,Boroondara,-37.8023,145.0976,Southern Metropolitan,7809
Craigieburn,60 Northumberland Cct,3,h,500K,Stockdale,22/07/2017,3064,3,2,2,448,150,2008,Hume,-37.58242,144.93001,Northern Metropolitan,15510
Wheelers Hill,11 Bluegum Av,5,h,1591K,Barry,22/07/2017,3150,5,3,3,923,,,Monash,-37.90213,145.18444,South-Eastern Metropolitan,7392
Roxburgh Park,8 Kennedy Pde,4,h,465K,Ray,26/08/2017,3064,4,2,1,417,,1999,,-37.62273,144.92567,Northern Metropolitan,5833
South Melbourne,396 Dorcas St,4,h,1620K,Greg,3/12/16,3205,4,2,0,163,153,1890,Port Phillip,-37.8355,144.951,Southern Metropolitan,5943
Caulfield East,17 Clifton St,2,h,1000K,hockingstuart,25/02/2017,3145,2,1,1,472,,1960,Glen Eira,-37.884,145.0447,Southern Metropolitan,608
Canterbury,13 Byron St,5,h,2930K,Jellis,10/12/16,3126,5,3,4,645,222,2005,Boroondara,-37.8317,145.0738,Southern Metropolitan,3265
Lalor,28 Duncan Rd,3,h,685K,Stockdale,9/9/17,3075,3,1,1,548,,,,-37.66649,145.0125,Northern Metropolitan,8279
Malvern East,2 Tennyson St,4,h,2001K,Marshall,15/10/2016,3145,4,2,2,526,243,1910,Stonnington,-37.8771,145.0505,Southern Metropolitan,8801
Sunshine,18 Tyler St,2,h,710K,Barry,3/12/16,3020,2,1,0,457,,,Brimbank,-37.7878,144.8369,Western Metropolitan,3755
Mill Park,26 Coventry Cr,3,h,767500,Ray,8/7/17,3082,3,2,2,649,,,Whittlesea,-37.67633,145.06922,Northern Metropolitan,10529
Burwood,3/12 Somers St,2,u,605K,Noel,6/5/17,3125,2,1,1,81,,1965,Whitehorse,-37.8495,145.0999,Southern Metropolitan,5678
Caulfield South,3/29 Sussex Rd,2,u,1091500,hockingstuart,1/7/17,3162,2,2,1,225,,,Glen Eira,-37.89565,145.0234,Southern Metropolitan,5051
Carlton North,408 Canning St,3,h,1614500,Woodards,20/05/2017,3054,3,1,0,167,,,Yarra,-37.7875,144.9749,Northern Metropolitan,3106
Surrey Hills,2/35 Boisdale St,2,u,825K,Fletchers,13/05/2017,3127,2,1,2,180,85,1970,Whitehorse,-37.8351,145.103,Southern Metropolitan,5457
Keilor East,15 Craig St,3,h,880K,Nelson,10/12/16,3033,3,1,2,584,123,1980,Moonee Valley,-37.7435,144.8798,Western Metropolitan,5629
Northcote,28 Plant St,2,h,1386K,Love,3/9/17,3070,2,1,0,270,,,,-37.77816,144.99995,Northern Metropolitan,11364
Hawthorn,5/350 Auburn Rd,3,t,1236K,Marshall,24/06/2017,3122,3,2,2,159,,2000,Boroondara,-37.83179,145.04293,Southern Metropolitan,11308
Mont Albert,11 Rostrevor Pde,5,h,2714K,Fletchers,12/11/16,3127,5,2,2,1053,,,Whitehorse,-37.8117,145.1061,Eastern Metropolitan,2079
Preston,3/5 Sussex St,2,h,617500,Holland,27/05/2017,3072,2,1,3,155,81,1985,Darebin,-37.75308,145.01464,Northern Metropolitan,14577
Altona,164 Maidstone St,3,h,635K,Sweeney,14/05/2016,3018,3,1,4,625,,1960,Hobsons Bay,-37.8611,144.8114,Western Metropolitan,5301
Burwood,4 Bennett St,3,h,1390K,Fletchers,3/12/16,3125,3,1,2,697,,,Whitehorse,-37.851,145.1169,Southern Metropolitan,5678
Coburg,43 Ohea St,4,h,955K,Nelson,3/12/16,3058,4,2,1,295,,,Moreland,-37.7374,144.9617,Northern Metropolitan,11204
Keilor East,1/31 Surrey Dr,3,t,705K,Barry,16/04/2016,3033,3,2,1,440,156,1995,Moonee Valley,-37.7517,144.8776,Western Metropolitan,5629
North Melbourne,44 Byron St,2,h,990K,Nelson,15/10/2016,3051,2,2,1,584,120,2008,Melbourne,-37.8016,144.9508,Northern Metropolitan,6821
Preston,106 Malpas St,3,h,880K,Nelson,16/09/2017,3072,3,1,0,480,,,,-37.73346,145.01506,Northern Metropolitan,14577
Parkdale,45 Eighth St,5,h,1485K,Buxton,27/05/2017,3195,5,2,2,693,,1940,Kingston,-37.98928,145.07798,South-Eastern Metropolitan,5087
Abbotsford,143 Charles St,3,h,1635K,Nelson,12/8/17,3067,3,1,0,142,130,1880,Yarra,-37.80359,144.99538,Northern Metropolitan,4019
Heidelberg,32 Powlett St,3,h,1250K,Miles,12/8/17,3084,3,1,0,668,,,Banyule,-37.75212,145.05945,Eastern Metropolitan,2890
Altona North,4 Seventh Av,3,h,770K,Greg,16/09/2017,3025,3,1,2,549,,,,-37.84476,144.8472,Western Metropolitan,5132
Sunshine,10 Dundalk St,3,h,651500,Barry,8/4/17,3020,3,1,1,555,,,Brimbank,-37.7988,144.822,Western Metropolitan,3755
Mont Albert,72 Zetland Rd,4,h,1462K,Fletchers,27/05/2017,3127,4,2,0,420,,1910,Whitehorse,-37.81788,145.11454,Eastern Metropolitan,2079
Brighton East,11A Taylor St,4,h,1300K,Hodges,19/08/2017,3187,4,3,2,221,,,,-37.90381,145.01822,Southern Metropolitan,6938
Richmond,30 Rowena Pde,3,h,1345K,Biggin,27/06/2016,3121,3,1,1,209,128,1900,Yarra,-37.8206,144.9913,Northern Metropolitan,14949
Greenvale,17 Bolton Ct,5,h,750K,Stockdale,27/05/2017,3059,5,2,2,877,,1980,Hume,-37.63823,144.88675,Northern Metropolitan,4864
Essendon,6/23 Daisy St,2,u,468K,Nelson,29/07/2017,3040,2,1,1,0,,,Moonee Valley,-37.75465,144.9107,Western Metropolitan,9264
Gowanbrae,39 Balerno Cir,3,t,468K,Nelson,7/5/16,3043,3,2,2,178,138,2000,Moreland,-37.7087,144.8962,Western Metropolitan,1071
Burwood East,30 Newhaven Rd,3,h,968K,Harcourts,17/06/2017,3151,3,1,1,612,,,Whitehorse,-37.85586,145.15827,Eastern Metropolitan,4048
Preston,1/28 Carlisle St,2,u,610K,Harcourts,28/08/2016,3072,2,1,1,126,79,1970,Darebin,-37.7523,145.0091,Northern Metropolitan,14577
Bentleigh East,1/32 Elizabeth St,3,t,767K,Gary,13/05/2017,3165,3,1,2,162,,,Glen Eira,-37.9229,145.0538,Southern Metropolitan,10969
Watsonia,11 Leafield St,4,h,1171K,Buckingham,16/07/2016,3087,3,3,2,670,325,2010,Banyule,-37.7122,145.0765,Northern Metropolitan,2329
Caulfield South,136 Sycamore St,2,h,1262K,hockingstuart,16/04/2016,3162,4,2,2,464,272,2016,Glen Eira,-37.8901,145.0224,Southern Metropolitan,5051
Thornbury,4b Newcastle St,3,t,910K,Love,7/11/16,3071,3,2,1,0,,,Darebin,-37.7551,145.0108,Northern Metropolitan,8870
Essendon,16 Cliff St,3,h,1630K,Nelson,27/11/2016,3040,3,2,2,563,,,Moonee Valley,-37.7579,144.9114,Western Metropolitan,9264
Brunswick,44 Mitchell St,5,h,1300K,Jellis,15/07/2017,3056,5,2,0,479,,,Moreland,-37.75915,144.96755,Northern Metropolitan,11918
Maidstone,47A Madden St,3,h,755K,Jas,12/8/17,3012,3,2,2,0,,,Maribyrnong,-37.78966,144.87821,Western Metropolitan,3873
Clifton Hill,3 Anderson St,2,h,1650K,Harrington,29/04/2017,3068,2,1,1,118,,,Yarra,-37.7933,144.9926,Northern Metropolitan,2954
Bentleigh East,30A Almurta Rd,3,t,840K,Buxton,27/11/2016,3165,3,2,2,222,,,Glen Eira,-37.9241,145.0668,Southern Metropolitan,10969
Malvern,312 Glenferrie Rd,4,h,4700K,Marshall,14/05/2016,3144,4,3,2,879,,,Stonnington,-37.8527,145.0301,Southern Metropolitan,4675
Thornbury,45A Harold St,3,h,1280K,Jellis,25/02/2017,3071,3,1,1,253,130,1910,Darebin,-37.7566,144.9965,Northern Metropolitan,8870
Brunswick West,81 Whitby St,3,h,1330K,Nelson,12/11/16,3055,3,1,2,353,101,1930,Moreland,-37.764,144.9428,Northern Metropolitan,7082
Broadmeadows,1/124 Cuthbert St,3,t,465K,Barry,1/7/17,3047,3,2,3,248,123.21,2010,Hume,-37.68358,144.92387,Northern Metropolitan,4294
Pascoe Vale,9 Kevin St,3,h,815K,Brad,8/10/16,3044,2,1,1,438,94,1960,Moreland,-37.7338,144.9441,Northern Metropolitan,7485
Blackburn South,24 Sylvia St,3,h,1291K,Barry,8/7/17,3130,3,2,2,548,127,1970,Whitehorse,-37.84453,145.14446,Eastern Metropolitan,4387
Preston,37 Scotia St,3,h,1000K,Barry,18/03/2017,3072,3,2,2,227,,,Darebin,-37.7445,144.9917,Northern Metropolitan,14577
Northcote,12 Ellesmere St,2,h,1290K,Nelson,29/04/2017,3070,2,1,0,259,,,Darebin,-37.7741,145.0073,Northern Metropolitan,11364
Fawkner,14 Baird St,4,h,655K,Brad,27/11/2016,3060,4,1,3,664,,,Moreland,-37.7063,144.9712,Northern Metropolitan,5070
Doncaster East,5 Ryder Ct,5,h,1330K,Parkes,16/09/2017,3109,5,3,3,751,439,1980,,-37.76431,145.17778,Eastern Metropolitan,10999
Parkville,9/18 Lennon St,1,h,307K,Jellis,15/10/2016,3052,1,1,1,0,,,Melbourne,-37.7864,144.9409,Northern Metropolitan,2309
Essendon,35 Glen St,4,h,1720K,Frank,20/05/2017,3040,4,2,2,639,,,Moonee Valley,-37.7471,144.9157,Western Metropolitan,9264
Elsternwick,39/2 Gordon St,1,u,385K,Biggin,8/4/17,3185,1,1,1,1851,,,Glen Eira,-37.8822,144.9994,Southern Metropolitan,4898
Kingsbury,1/37 Clunes St,3,u,488K,Ray,13/05/2017,3083,3,1,1,260,150,1961,Darebin,-37.7157,145.0386,Northern Metropolitan,1414
Wheelers Hill,17 Highwood Dr,5,h,1206K,Fletchers,3/9/17,3150,5,2,2,784,,,,-37.89856,145.17682,South-Eastern Metropolitan,7392
Thornbury,12/45 Woolton Av,1,u,328K,Woodards,15/07/2017,3071,1,1,1,1047,,1970,Darebin,-37.76105,144.99532,Northern Metropolitan,8870
Parkville,14/18 Lennon St,1,u,352500,Jellis,8/10/16,3052,1,1,1,0,,,Melbourne,-37.7864,144.9409,Northern Metropolitan,2309
Brunswick West,1 Jordan St,2,h,1315K,Nelson,24/09/2016,3055,2,1,2,554,116,1930,Moreland,-37.7715,144.9426,Northern Metropolitan,7082
Keilor East,35 Gungarlan Dr,3,h,695K,Barry,19/11/2016,3033,3,2,2,716,154,1970,Moonee Valley,-37.734,144.8593,Western Metropolitan,5629
Burwood,30 Station St,3,h,1755K,Buxton,4/2/16,3125,3,1,1,931,145,1970,Whitehorse,-37.854,145.1195,Southern Metropolitan,5678
Camberwell,28 Brinsley Rd,4,h,2650K,Jellis,3/9/16,3124,4,2,1,652,189,1890,Boroondara,-37.8286,145.0686,Southern Metropolitan,8920
Hoppers Crossing,38 MacEdon St,3,h,442500,Greg,27/05/2017,3029,3,1,2,537,121.84,1980,Wyndham,-37.87016,144.70606,Western Metropolitan,13830
Thornbury,129 Collins St,3,h,1345K,Love,8/4/17,3071,3,2,4,584,,,Darebin,-37.7555,145.0152,Northern Metropolitan,8870
Seaholme,26 Sussex St,3,h,1360K,Sweeney,3/6/17,3018,3,2,6,663,127.8,1970,Hobsons Bay,-37.8642,144.84257,Western Metropolitan,852
Yarraville,34 Wilkins St,3,h,931K,Douglas,4/3/17,3013,3,1,1,442,,,Maribyrnong,-37.8182,144.8727,Western Metropolitan,6543
Yallambie,8 Ovata Cl,4,h,915K,Barry,4/3/17,3085,4,3,1,531,237,1990,Banyule,-37.7198,145.1034,Northern Metropolitan,1369
Bentleigh East,71 Bignell Rd,4,h,1200K,hockingstuart,7/5/16,3165,4,2,2,619,191,1960,Glen Eira,-37.9358,145.0688,Southern Metropolitan,10969
Melton West,33 Westmelton Dr,3,h,371500,Raine,22/07/2017,3337,3,2,0,582,,,Melton,-37.6773,144.565,Northern Victoria,6065
Coburg,2 Quarry Cct,4,h,1131K,Nelson,8/10/16,3058,4,2,2,494,300,2001,Moreland,-37.7359,144.9711,Northern Metropolitan,11204
West Footscray,51 Roberts St,2,h,326500,Sweeney,25/02/2017,3012,2,1,2,626,,,Maribyrnong,-37.8067,144.8707,Western Metropolitan,5058
Croydon North,4 Selby Ct,3,h,857K,Philip,3/9/17,3136,3,2,1,1007,250,1980,,-37.76653,145.29163,Eastern Metropolitan,2985
Coburg North,23 Goleen St,3,h,782K,Barry,11/3/17,3058,3,1,3,576,,,Moreland,-37.7269,144.9654,Northern Metropolitan,3445
Murrumbeena,3/59 Poath Rd,2,h,692K,Gary,25/02/2017,3163,2,1,2,0,,1991,Glen Eira,-37.8929,145.0765,Southern Metropolitan,4442
West Melbourne,44 Anderson St,3,t,1010K,Jellis,3/9/16,3003,3,3,2,0,132,1940,Melbourne,-37.8048,144.9424,Northern Metropolitan,2230
Maidstone,16 Lindenow St,3,h,893K,Sweeney,12/11/16,3012,3,1,3,528,,,Maribyrnong,-37.779,144.8829,Western Metropolitan,3873
Coburg North,2b Rollo St,2,t,591K,Nelson,7/11/16,3058,2,1,1,0,86,2008,Moreland,-37.721,144.9527,Northern Metropolitan,3445
Surrey Hills,28 Guildford Rd,3,h,2009K,Noel,3/9/16,3127,3,1,2,843,,,Boroondara,-37.822,145.0897,Southern Metropolitan,5457
Burwood,12 Patterson Av,4,h,1702K,Buxton,16/09/2017,3125,4,1,1,762,,,,-37.84162,145.10435,Southern Metropolitan,5678
Brunswick West,18/180 Union St,2,u,435K,Nelson,12/6/16,3055,2,1,1,0,,2002,Moreland,-37.7727,144.9497,Northern Metropolitan,7082
Maribyrnong,22 Mephan St,3,t,815K,Edward,24/06/2017,3032,3,2,2,198,130,1990,Maribyrnong,-37.78667,144.88834,Western Metropolitan,4918
Mulgrave,27 Glencairn St,5,h,960K,Ray,15/07/2017,3170,5,2,1,731,130,1965,Monash,-37.9298,145.16524,South-Eastern Metropolitan,7113
Windsor,1/60 McIlwrick St,2,u,611K,Hodges,4/3/17,3181,2,1,1,598,75,1940,Stonnington,-37.8564,144.9971,Southern Metropolitan,4380
Glenroy,3/4 Murrell St,2,t,434500,Eview,19/11/2016,3046,2,1,1,125,,1975,Moreland,-37.7042,144.9211,Northern Metropolitan,8870
Aberfeldie,14 Knight St,3,h,1195K,Nelson,19/11/2016,3040,3,2,2,496,,,Moonee Valley,-37.7559,144.8991,Western Metropolitan,1543
Braybrook,11/27 Marnoo St,3,h,495K,Burnham,27/06/2016,3019,3,1,1,158,138,2005,Maribyrnong,-37.7889,144.8465,Western Metropolitan,3589
Murrumbeena,537 Neerim Rd,4,h,1500K,hockingstuart,4/3/17,3163,4,2,1,650,,1935,Glen Eira,-37.8918,145.0769,Southern Metropolitan,4442
Abbotsford,116/56 Nicholson St,1,u,457K,Jellis,22/08/2016,3067,1,1,1,0,50,,Yarra,-37.8078,144.9965,Northern Metropolitan,4019
Sunshine,17 Leonard St,3,h,850K,Douglas,18/06/2016,3020,3,1,2,505,,1970,Brimbank,-37.7798,144.8352,Western Metropolitan,3755
Thornbury,296 Gooch St,2,h,740K,Harcourts,14/05/2016,3071,3,1,2,467,,,Darebin,-37.7606,145.0241,Northern Metropolitan,8870
Sunshine West,18 Norton St,3,h,586K,Barry,27/06/2016,3020,3,1,1,701,120,1960,Brimbank,-37.7843,144.8052,Western Metropolitan,6763
Reservoir,1/72 Purinuan Rd,3,t,620K,RW,3/12/16,3073,3,2,2,207,,2006,Darebin,-37.7086,145.0251,Northern Metropolitan,21650
Sandringham,8/7 Neptune St,2,u,760K,Buxton,27/05/2017,3191,2,1,1,0,82,1970,Bayside,-37.95142,145.01977,Southern Metropolitan,4497
Altona North,1/256 Mason St,2,t,640K,Williams,11/3/17,3025,2,1,1,252,,1965,Hobsons Bay,-37.8397,144.8602,Western Metropolitan,5132
Melton,118 Barries Rd,3,h,283K,FN,23/09/2017,3337,3,1,0,362,19,1976,,-37.68755,144.56887,Western Victoria,3600
Watsonia,2/63 Devonshire Rd,2,u,604K,Ray,15/07/2017,3087,2,1,1,151,,,Banyule,-37.71298,145.08115,Northern Metropolitan,2329
Bayswater,18B Orchard Rd,3,t,640K,Fletchers,1/7/17,3153,3,2,1,187,125,2010,Knox,-37.83909,145.26075,Eastern Metropolitan,5030
Armadale,42 Rose St,3,h,2250K,Marshall,17/09/2016,3143,3,3,1,301,,,Stonnington,-37.8511,145.0167,Southern Metropolitan,4836
Hawthorn,23 William St,3,h,1377K,Jellis,22/08/2016,3122,3,1,2,314,,1890,Boroondara,-37.8202,145.0404,Southern Metropolitan,11308
Coburg,29 Belgrave St,3,h,1180K,Nelson,13/05/2017,3058,3,2,2,588,,,Moreland,-37.7445,144.9751,Northern Metropolitan,11204
Strathmore,8 Upland Rd,3,h,1430K,Paul,7/5/16,3041,3,1,1,694,158,1950,Moonee Valley,-37.7411,144.9262,Western Metropolitan,3284
Box Hill,2/4 Collins St,3,u,775K,Fletchers,17/09/2016,3128,3,1,1,211,108,1980,Whitehorse,-37.8275,145.1232,Eastern Metropolitan,4605
Albanvale,33 Robyn Av,4,h,655K,Sweeney,15/07/2017,3021,4,3,3,531,,,Brimbank,-37.74373,144.77567,Western Metropolitan,1899
Toorak,3/765 Malvern Rd,2,u,575K,Luxe,18/06/2016,3142,2,1,1,0,,2008,Stonnington,-37.8498,145.0173,Southern Metropolitan,7217
Carnegie,5/33 Gnarwyn Rd,2,u,632500,Buxton,28/05/2016,3163,2,1,1,99,98,1965,Glen Eira,-37.8946,145.0588,Southern Metropolitan,7822
Carnegie,53 Moonya Rd,4,h,1423K,Woodards,19/11/2016,3163,4,3,4,838,,,Glen Eira,-37.8972,145.0617,Southern Metropolitan,7822
Malvern East,18 Grant St,4,h,2960K,Marshall,22/08/2016,3145,5,2,4,798,,,Stonnington,-37.8719,145.0511,Southern Metropolitan,8801
Port Melbourne,75 Swallow St,3,h,1753K,Frank,12/11/16,3207,3,2,1,225,153,1910,Port Phillip,-37.8381,144.9329,Southern Metropolitan,8648
Niddrie,63 Nolan St,4,h,1370K,Nelson,9/9/17,3042,4,3,2,634,251,2017,,-37.74101,144.88478,Western Metropolitan,2291
Brunswick,39 Eveline St,3,h,1125K,Jellis,8/10/16,3056,3,1,1,278,91,1910,Moreland,-37.7701,144.9633,Northern Metropolitan,11918
Coburg,3/19 Chandos St,2,u,515K,Ray,27/06/2016,3058,2,1,2,0,70,1970,Moreland,-37.7474,144.9608,Northern Metropolitan,11204
Reservoir,5 Zinnia St,3,h,540K,Nelson,16/04/2016,3073,3,1,2,496,,,Darebin,-37.7156,144.9825,Northern Metropolitan,21650
Essendon,6 Buckley St,3,h,1425K,Jellis,3/9/16,3040,3,2,2,684,147,1950,Moonee Valley,-37.7585,144.9317,Western Metropolitan,9264
Glenroy,24 Sadie St,3,h,793K,Eview,12/11/16,3046,3,1,2,780,120,1960,Moreland,-37.7,144.9427,Northern Metropolitan,8870
Kingsville,48 Coronation St,3,h,1020K,Village,1/7/17,3012,3,1,0,281,,,Maribyrnong,-37.80781,144.88083,Western Metropolitan,1808
Bentleigh East,68 Tambet St,3,h,1251K,hockingstuart,29/04/2017,3165,3,1,1,612,,,Glen Eira,-37.9133,145.0719,Southern Metropolitan,10969
Brunswick West,2/13 Walker St,2,u,471K,Jellis,4/3/17,3055,2,1,1,564,60,1970,Moreland,-37.7665,144.9425,Northern Metropolitan,7082
Campbellfield,33 Rainsford Tce,3,h,445K,Harcourts,20/05/2017,3061,3,1,2,534,,,Hume,-37.6741,144.9698,Northern Metropolitan,1889
Glenroy,152 Glenroy Rd,3,h,850K,Stockdale,23/09/2017,3046,3,1,1,672,,,,-37.70542,144.92263,Northern Metropolitan,8870
Pascoe Vale,2 Hazel Gr,2,h,915K,New,3/12/16,3044,2,1,3,629,,1975,Moreland,-37.7312,144.9399,Northern Metropolitan,7485
Werribee,4 Albany Ct,4,h,630K,hockingstuart,3/9/17,3030,4,2,2,720,163,2001,,-37.87215,144.65608,Western Metropolitan,16166
Prahran,22 Irving Av,3,h,1650K,hockingstuart,9/9/17,3181,3,1,0,435,200,1966,,-37.85793,145.00734,Southern Metropolitan,7717
North Melbourne,18 Melrose St,2,h,1010K,Jellis,19/11/2016,3051,2,2,0,109,100,1900,Melbourne,-37.795,144.942,Northern Metropolitan,6821
Coburg,53 Hawthorn St,2,h,903K,Nelson,15/10/2016,3058,2,1,1,253,94,1910,Moreland,-37.7484,144.9521,Northern Metropolitan,11204
Watsonia,56 Frensham Rd,3,h,671K,Barry,12/11/16,3087,3,2,2,280,163,2002,Banyule,-37.7153,145.0854,Northern Metropolitan,2329
Rosanna,1/64 Lower Plenty Rd,2,u,675K,Miles,3/6/17,3084,2,1,1,247,,,Banyule,-37.74427,145.06293,Eastern Metropolitan,3540
Avondale Heights,14 Lovett Dr,4,h,1160K,Moonee,7/5/16,3034,4,3,2,789,,,Moonee Valley,-37.7537,144.8729,Western Metropolitan,4502
Coburg,3 Phillips St,3,h,1030K,Considine,17/09/2016,3058,3,1,1,404,,,Moreland,-37.7504,144.9537,Northern Metropolitan,11204
Alphington,42 Shiers St,4,h,1950K,Jellis,30/07/2016,3078,4,2,3,589,210,1920,Darebin,-37.7719,145.0309,Northern Metropolitan,2211
Oakleigh,36 Westgate St,3,h,1205K,buyMyplace,13/05/2017,3166,3,2,1,570,,,Monash,-37.9066,145.0869,Southern Metropolitan,3224
Northcote,18 Claude St,2,h,1035K,Nelson,4/3/17,3070,2,1,0,140,,,Darebin,-37.7709,144.9964,Northern Metropolitan,11364
Bentleigh East,1 Heather St,2,h,1962K,Buxton,20/05/2017,3165,2,1,2,848,,,Glen Eira,-37.9199,145.0573,Southern Metropolitan,10969
Rowville,18 Yvette Dr,3,h,860K,Harcourts,8/7/17,3178,3,2,2,537,220,2001,Knox,-37.92778,145.24796,South-Eastern Metropolitan,11667
Ascot Vale,136 The Parade,2,h,1050K,Brad,20/05/2017,3032,2,1,0,341,,,Moonee Valley,-37.7721,144.9113,Western Metropolitan,6567
Avondale Heights,2 Arbor Tce,4,h,1155K,Nelson,4/6/16,3034,3,2,2,569,225,2008,Moonee Valley,-37.7654,144.8655,Western Metropolitan,4502
Elwood,13 Cyril St,5,h,2275K,Biggin,20/05/2017,3184,5,2,1,399,,1910,Port Phillip,-37.8777,144.9915,Southern Metropolitan,8989
Brighton,1a Mair St,3,h,2600K,Buxton,6/8/16,3186,3,2,3,588,,,Bayside,-37.9287,144.992,Southern Metropolitan,10579
Carnegie,4/76 Railway Rd,2,u,516K,hockingstuart,6/8/16,3163,2,1,1,0,,,Glen Eira,-37.889,145.0533,Southern Metropolitan,7822
Keilor East,86 Prospect Dr,3,h,690K,Harcourts,8/10/16,3033,3,2,2,568,148,1970,Moonee Valley,-37.7469,144.8526,Western Metropolitan,5629
Preston,13 Patterson St,2,h,790K,Nelson,26/07/2016,3072,2,1,1,266,100,1925,Darebin,-37.7423,145.0105,Northern Metropolitan,14577
Glen Iris,33 Welfare Pde,3,h,1688K,Purplebricks,26/08/2017,3146,3,1,2,717,,,,-37.85918,145.083,Southern Metropolitan,10412
Oak Park,2 Grevillia Rd,2,h,1000K,Brad,23/09/2017,3046,2,1,1,742,,,,-37.72123,144.92614,Northern Metropolitan,2651
Meadow Heights,9 Hibiscus Cl,3,h,482K,Nelson,3/9/17,3048,3,2,2,452,140,1992,,-37.64023,144.91399,Northern Metropolitan,4704
Essendon West,50 Ruby St,3,h,1110K,Barry,28/05/2016,3040,3,2,2,470,,1968,Moonee Valley,-37.7522,144.883,Western Metropolitan,588
Ferntree Gully,93 Burke Rd,3,h,770K,Barry,19/08/2017,3156,3,1,0,720,,,,-37.87356,145.27515,Eastern Metropolitan,10788
Reservoir,23 Acheron Av,3,h,925K,Ray,8/7/17,3073,3,1,2,676,,1940,Darebin,-37.72167,145.01706,Northern Metropolitan,21650
Eaglemont,6 Ashby Gr,5,h,1901K,Nelson,10/9/16,3084,3,2,2,963,225,1925,Banyule,-37.7674,145.0518,Eastern Metropolitan,1651
Hampton,10/78 Holyrood St,2,u,805K,Charlton,17/06/2017,3188,2,1,2,0,,,Bayside,-37.93387,145.00227,Southern Metropolitan,5454
Hawthorn,5/29 Elphin Gr,2,u,612500,Marshall,25/02/2017,3122,2,1,1,859,71,1960,Boroondara,-37.8183,145.0423,Southern Metropolitan,11308
Kew East,3/14 Arden Ct,3,t,1620K,Fletchers,25/02/2017,3102,3,2,2,248,167,2012,Boroondara,-37.7923,145.0595,Southern Metropolitan,2671
Keilor East,26 Norwood Dr,3,h,705K,Nelson,28/05/2016,3033,3,1,2,616,201,1970,Moonee Valley,-37.7449,144.8533,Western Metropolitan,5629
Deepdene,1/5 Leonard St,4,t,1680K,Fletchers,12/8/17,3103,4,2,1,254,172,1995,Boroondara,-37.81007,145.06792,Southern Metropolitan,892
Croydon,14 Alfrick Rd,3,h,567K,hockingstuart,17/06/2017,3136,3,1,1,420,,,Maroondah,-37.80106,145.28741,Eastern Metropolitan,11925
